api,xs-ring3
api-libs,xs-ring3
blktap,xs-datapath
ocaml,xs-ring3
sm,xs-datapath
v6,xs-ring3
vgpu,xs-datapath
vncterm,xs-ring0
wlb,xs-nanjing
wsproxy,xs-ring3
xenadmin,xs-gui
xen-api,xs-gui
xencenter-ovf,xs-gui
xencert,xs-datapath
xengt,xs-ring0
xentpm,xs-ring0
xs-cim,xs-ring0
xsconsole,xs-ring0
xscontainer,xs-partner
