milestone
2013-04,15000,15000,6.2 Dev Complete
2013-06,15000,15000,6.2 RTW
2013-12,15000,15000,6.2 SP1
2014-09,15000,15000,6.5 Dev Complete
2015-01,15000,15000,6.5 RTW
2015-05,15000,15000,6.5 SP1
2016-03,15000,15000,7.0 Dev Complete
2016-06,15000,15000,7.0 RTW
2016-10,15000,15000,7.1 Dev Complete
